time (seconds); nrOfGames; discountFactor; exploreProbability; learningRate; result; score; 
1292102424; 438; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292102427; 439; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292102803; 540; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292102809; 541; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292102812; 542; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292102816; 543; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292102821; 544; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292102825; 545; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292102828; 546; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292102832; 547; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292102835; 548; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292102841; 549; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292103220; 650; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292103223; 651; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292103229; 652; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292103232; 653; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292103236; 654; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292103239; 655; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292103245; 656; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292103250; 657; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292103254; 658; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292103257; 659; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292103631; 760; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292103634; 761; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292103637; 762; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292103641; 763; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292103644; 764; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292103648; 765; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292103651; 766; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292103654; 767; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292103658; 768; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292103661; 769; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292104055; 870; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292104061; 871; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292104067; 872; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292104071; 873; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292104077; 874; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292104083; 875; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292104089; 876; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292104095; 877; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292104101; 878; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292104105; 879; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292104492; 980; 0.900000; 0.050000; 0.050000; "LOST"; -0.800000; 
1292104496; 981; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292104499; 982; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292104503; 983; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292104506; 984; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292104510; 985; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292104514; 986; 0.900000; 0.050000; 0.050000; "LOST"; -0.862500; 
1292104517; 987; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292104521; 988; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292104524; 989; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292104948; 1090; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292104951; 1091; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292104955; 1092; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292104959; 1093; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292104962; 1094; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292104966; 1095; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292104969; 1096; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292104973; 1097; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292104977; 1098; 0.900000; 0.050000; 0.050000; "LOST"; -0.906250; 
1292104983; 1099; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292105372; 1200; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292105375; 1201; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292105378; 1202; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292105382; 1203; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292105385; 1204; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292105389; 1205; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292105392; 1206; 0.900000; 0.050000; 0.050000; "LOST"; -0.800000; 
1292105395; 1207; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292105399; 1208; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292105402; 1209; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292105798; 1310; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292105802; 1311; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292105806; 1312; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292105809; 1313; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292105813; 1314; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292105816; 1315; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292105820; 1316; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292105824; 1317; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292105827; 1318; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292105833; 1319; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292106245; 1420; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292106251; 1421; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292106257; 1422; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292106260; 1423; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292106264; 1424; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292106267; 1425; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292106273; 1426; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292106277; 1427; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292106283; 1428; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292106289; 1429; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292106690; 1530; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292106693; 1531; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292106697; 1532; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292106701; 1533; 0.900000; 0.050000; 0.050000; "LOST"; -0.756250; 
1292106704; 1534; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292106708; 1535; 0.900000; 0.050000; 0.050000; "LOST"; -0.800000; 
1292106712; 1536; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292106718; 1537; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292106722; 1538; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292106725; 1539; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292107124; 1640; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292107128; 1641; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292107132; 1642; 0.900000; 0.050000; 0.050000; "LOST"; -0.800000; 
1292107135; 1643; 0.900000; 0.050000; 0.050000; "LOST"; -0.837500; 
1292107139; 1644; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292107145; 1645; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292107149; 1646; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292107155; 1647; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292107159; 1648; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292107162; 1649; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292107579; 1750; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292107582; 1751; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292107586; 1752; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292107590; 1753; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292107593; 1754; 0.900000; 0.050000; 0.050000; "LOST"; -0.912500; 
1292107597; 1755; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292107601; 1756; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292107607; 1757; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292107613; 1758; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292107619; 1759; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292108011; 1860; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292108015; 1861; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292108018; 1862; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292108022; 1863; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292108027; 1864; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292108031; 1865; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292108034; 1866; 0.900000; 0.050000; 0.050000; "LOST"; -0.756250; 
1292108038; 1867; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292108041; 1868; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292108045; 1869; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292108433; 1970; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292108439; 1971; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292108444; 1972; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292108448; 1973; 0.900000; 0.050000; 0.050000; "LOST"; -0.837500; 
1292108451; 1974; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292108455; 1975; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292108458; 1976; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292108461; 1977; 0.900000; 0.050000; 0.050000; "LOST"; -0.837500; 
1292108465; 1978; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292108468; 1979; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292108854; 2080; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292108858; 2081; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292108861; 2082; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292108865; 2083; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292108868; 2084; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292108871; 2085; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292108875; 2086; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292108881; 2087; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292108884; 2088; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292108887; 2089; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292109276; 2190; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292109279; 2191; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292109282; 2192; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292109288; 2193; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292109292; 2194; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292109297; 2195; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292109301; 2196; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292109306; 2197; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292109310; 2198; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292109315; 2199; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292109694; 2300; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292109697; 2301; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292109701; 2302; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292109704; 2303; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292109707; 2304; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292109711; 2305; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292109714; 2306; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292109718; 2307; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292109721; 2308; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292109724; 2309; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292112542; 2410; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292112548; 2411; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292112554; 2412; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292112557; 2413; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292112561; 2414; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292112564; 2415; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292112570; 2416; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292112576; 2417; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292112579; 2418; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292112583; 2419; 0.900000; 0.050000; 0.050000; "LOST"; -0.756250; 
1292112962; 2520; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292112968; 2521; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292112972; 2522; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292112975; 2523; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292112979; 2524; 0.900000; 0.050000; 0.050000; "LOST"; -0.800000; 
1292112984; 2525; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292112988; 2526; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292112991; 2527; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292112995; 2528; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292112998; 2529; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292113384; 2630; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292113388; 2631; 0.900000; 0.050000; 0.050000; "LOST"; -0.837500; 
1292113391; 2632; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292113395; 2633; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292113398; 2634; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292113402; 2635; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292113405; 2636; 0.900000; 0.050000; 0.050000; "LOST"; -0.837500; 
1292113408; 2637; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292113414; 2638; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292113418; 2639; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292113805; 2740; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292113808; 2741; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292113811; 2742; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292113815; 2743; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292113818; 2744; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292113822; 2745; 0.900000; 0.050000; 0.050000; "LOST"; -0.793750; 
1292113825; 2746; 0.900000; 0.050000; 0.050000; "LOST"; -0.800000; 
1292113828; 2747; 0.900000; 0.050000; 0.050000; "LOST"; -0.825000; 
1292113832; 2748; 0.900000; 0.050000; 0.050000; "LOST"; -0.868750; 
1292113838; 2749; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292114208; 2850; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292114214; 2851; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292114217; 2852; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292114220; 2853; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292114224; 2854; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292114230; 2855; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292114233; 2856; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292114239; 2857; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292114245; 2858; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292114249; 2859; 0.900000; 0.050000; 0.050000; "LOST"; -0.831250; 
1292114623; 2960; 0.900000; 0.050000; 0.050000; "LOST"; -0.800000; 
1292114627; 2961; 0.900000; 0.050000; 0.050000; "LOST"; -0.875000; 
1292114633; 2962; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292114639; 2963; 0.900000; 0.050000; 0.050000; "WON"; 0.150000; 
1292114643; 2964; 0.900000; 0.050000; 0.050000; "LOST"; -1.000000; 
1292114738; 2965; 0.900000; 0.050000; 0.050000; "WON"; 0.505556; 
1292114756; 2966; 0.900000; 0.050000; 0.050000; "WON"; 0.505556; 
