time (seconds); Text; 
1292091000; "  200,  0.99;  0.01;  0.20; WON   0.10"; 
1292091004; "  201,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091007; "  202,  0.99;  0.01;  0.20; WON   0.10"; 
1292091011; "  203,  0.99;  0.01;  0.20; WON   0.10"; 
1292091014; "  204,  0.99;  0.01;  0.20; WON   0.10"; 
1292091018; "  205,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091021; "  206,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091025; "  207,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091028; "  208,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091032; "  209,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091035; "  210,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091039; "  211,  0.99;  0.01;  0.20; WON   0.10"; 
1292091042; "  212,  0.99;  0.01;  0.20; WON   0.10"; 
1292091046; "  213,  0.99;  0.01;  0.20; WON   0.10"; 
1292091049; "  214,  0.99;  0.01;  0.20; WON   0.10"; 
1292091053; "  215,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091056; "  216,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091060; "  217,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091063; "  218,  0.99;  0.01;  0.20; WON   0.10"; 
1292091067; "  219,  0.99;  0.01;  0.20; WON   0.10"; 
1292091071; "  220,  0.99;  0.01;  0.20; WON   0.10"; 
1292091074; "  221,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091078; "  222,  0.99;  0.01;  0.20; WON   0.10"; 
1292091081; "  223,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091085; "  224,  0.99;  0.01;  0.20; WON   0.10"; 
1292091088; "  225,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091092; "  226,  0.99;  0.01;  0.20; LOST  -0.40"; 
1292091095; "  227,  0.99;  0.01;  0.20; WON   0.10"; 
1292091099; "  228,  0.99;  0.01;  0.20; WON   0.10"; 
1292091102; "  229,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091106; "  230,  0.99;  0.01;  0.20; WON   0.10"; 
1292091109; "  231,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091113; "  232,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091116; "  233,  0.99;  0.01;  0.20; WON   0.10"; 
1292091120; "  234,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091124; "  235,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292091128; "  236,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091131; "  237,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091135; "  238,  0.99;  0.01;  0.20; WON   0.10"; 
1292091138; "  239,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091142; "  240,  0.99;  0.01;  0.20; WON   0.10"; 
1292091145; "  241,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091149; "  242,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091152; "  243,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091156; "  244,  0.99;  0.01;  0.20; WON   0.10"; 
1292091159; "  245,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091164; "  246,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091168; "  247,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091171; "  248,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091175; "  249,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091178; "  250,  0.99;  0.01;  0.20; WON   0.10"; 
1292091183; "  251,  0.99;  0.01;  0.20; LOST  -0.40"; 
1292091186; "  252,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091190; "  253,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091193; "  254,  0.99;  0.01;  0.20; WON   0.10"; 
1292091197; "  255,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091201; "  256,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091205; "  257,  0.99;  0.01;  0.20; LOST  -0.40"; 
1292091208; "  258,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091213; "  259,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091216; "  260,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091221; "  261,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292091224; "  262,  0.99;  0.01;  0.20; WON   0.10"; 
1292091228; "  263,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091232; "  264,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091235; "  265,  0.99;  0.01;  0.20; WON   0.10"; 
1292091239; "  266,  0.99;  0.01;  0.20; WON   0.10"; 
1292091242; "  267,  0.99;  0.01;  0.20; WON   0.10"; 
1292091246; "  268,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091250; "  269,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091253; "  270,  0.99;  0.01;  0.20; WON   0.10"; 
1292091257; "  271,  0.99;  0.01;  0.20; WON   0.10"; 
1292091261; "  272,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292091264; "  273,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091268; "  274,  0.99;  0.01;  0.20; LOST   0.00"; 
1292091272; "  275,  0.99;  0.01;  0.20; LOST  -1.00"; 
