-10;-3,4;8;11,487;5,82879;
-10;-1,6;8;11,487;5,82879;
-10;0;8;10,0598;9,69972;
-10;3,4;8;10,0598;13,2604;
-10;0,4;8;10,0598;13,2604;
-10;-2,8;8;10,0598;14,356;
-10;-0,8;8;10,0598;13,7604;
-6;2;8;6,18236;6,81972;
-10;1;8;6,18236;6,99623;
-10;0,2;8;6,18236;11,5433;
-2;3;8;6,18236;11,1557;
-6;3,4;10;12,0449;11,1557;
-2;4,6;10;12,0449;11,1557;
-2;4,2;10;12,0449;11,1557;
-10;2,2;10;12,0449;11,2024;
-8;1,4;10;12,0449;8,61957;
-2;2;10;11,2949;9,36958;
-2;2,6;10;16,6645;10,5043;
-10;1,6;10;5,21814;15,9464;
0;3,2;10;5,21814;15,9464;
-2;4,2;10;5,21814;15,6964;
-2;3,8;10;5,21814;12,25;
-2;3;10;5,96814;13,5;
-6;1,4;10;11,9681;12,4896;
-2;3,8;10;13,7181;12;
-2;3,2;10;14,1964;13,6964;
-2;2,6;10;5,5;12,4681;
-2;1,8;10;16,2181;18,2181;
-8;3;10;16,2181;17,9681;
-4;4;10;15,9681;26,4605;
0;2,2;10;12,5;11,75;
-4;2,6;10;12,5;16,25;
-4;2,6;10;9,25001;17;
-2;3;10;9,25001;15,7181;
-6;1,6;10;11;12;
-4;1,4;10;6,5;14,9681;
-10;1,6;10;6,25;8,5;
-10;0,2;10;5,25;18,25;
-10;0,8;10;5,5;17,25;
-10;2;10;13,2181;19,2819;
-6;2;10;13,2181;19,0319;
-2;3,8;10;11,9681;5,5;
-2;2,4;10;14,7181;17,5;
-2;3;10;16,2181;16;
-6;1,6;10;14,25;7,28186;
-4;2,2;10;16,4681;13;
0;2,6;10;16,4681;13;
0;3;10;16,4681;13,25;
-4;1,8;10;16,4681;7,25;
-4;1,2;10;16,2819;9;
0;2,8;10;12,25;15;
-2;4;10;12,25;9,71815;
-2;3;10;12;9,71815;
0;2,8;10;17,5;11,7819;
-6;0,8;10;17,5;11,0319;
-4;2,8;10;14,25;10,2819;
0;4,4;10;8,71815;14,5319;
-4;2,6;10;8,96815;14,2819;
0;4,2;10;14,25;14,5319;
-8;2,8;10;14,25;13,5;
