1292023187; 2963; " 2963,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292023192; 2964; " 2964,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292023196; 2965; " 2965,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292023201; 2966; " 2966,  0.99;  0.01;  0.20; LOST  -0.70"; 
1292023204; 2967; " 2967,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292023208; 2968; " 2968,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292023211; 2969; " 2969,  0.99;  0.01;  0.20; WON   0.10"; 
1292023623; 3070; " 3070,  0.99;  0.01;  0.20; WON   0.10"; 
1292023630; 3071; " 3071,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292023635; 3072; " 3072,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292023638; 3073; " 3073,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292023643; 3074; " 3074,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292023648; 3075; " 3075,  0.99;  0.01;  0.20; LOST  -0.70"; 
1292023652; 3076; " 3076,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292023655; 3077; " 3077,  0.99;  0.01;  0.20; WON   0.10"; 
1292023659; 3078; " 3078,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292023663; 3079; " 3079,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292024072; 3180; " 3180,  0.99;  0.01;  0.20; WON   0.10"; 
1292024076; 3181; " 3181,  0.99;  0.01;  0.20; LOST  -0.40"; 
1292024082; 3182; " 3182,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292024085; 3183; " 3183,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292024089; 3184; " 3184,  0.99;  0.01;  0.20; LOST  -0.40"; 
1292024092; 3185; " 3185,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292024096; 3186; " 3186,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292024099; 3187; " 3187,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292024105; 3188; " 3188,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292024108; 3189; " 3189,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292024514; 3290; " 3290,  0.99;  0.01;  0.20; LOST  -0.70"; 
1292024517; 3291; " 3291,  0.99;  0.01;  0.20; WON   0.10"; 
1292024521; 3292; " 3292,  0.99;  0.01;  0.20; LOST   0.00"; 
1292024524; 3293; " 3293,  0.99;  0.01;  0.20; LOST  -0.55"; 
1292024529; 3294; " 3294,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292024532; 3295; " 3295,  0.99;  0.01;  0.20; LOST  -0.40"; 
1292024539; 3296; " 3296,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292024543; 3297; " 3297,  0.99;  0.01;  0.20; WON   0.10"; 
1292024547; 3298; " 3298,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292024551; 3299; " 3299,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292024953; 3400; " 3400,  0.99;  0.01;  0.20; WON   0.10"; 
1292024958; 3401; " 3401,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292024961; 3402; " 3402,  0.99;  0.01;  0.20; WON   0.10"; 
1292024965; 3403; " 3403,  0.99;  0.01;  0.20; WON   0.10"; 
1292024969; 3404; " 3404,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292024974; 3405; " 3405,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292024978; 3406; " 3406,  0.99;  0.01;  0.20; WON   0.10"; 
1292024982; 3407; " 3407,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292024986; 3408; " 3408,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292024990; 3409; " 3409,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025397; 3510; " 3510,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025403; 3511; " 3511,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025407; 3512; " 3512,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292025410; 3513; " 3513,  0.99;  0.01;  0.20; WON   0.10"; 
1292025415; 3514; " 3514,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025418; 3515; " 3515,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292025426; 3516; " 3516,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025430; 3517; " 3517,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292025438; 3518; " 3518,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025442; 3519; " 3519,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025847; 3620; " 3620,  0.99;  0.01;  0.20; LOST  -0.55"; 
1292025851; 3621; " 3621,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025855; 3622; " 3622,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292025859; 3623; " 3623,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025863; 3624; " 3624,  0.99;  0.01;  0.20; WON   0.10"; 
1292025868; 3625; " 3625,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292025872; 3626; " 3626,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292025875; 3627; " 3627,  0.99;  0.01;  0.20; WON   0.10"; 
1292025879; 3628; " 3628,  0.99;  0.01;  0.20; WON   0.10"; 
1292025883; 3629; " 3629,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292026280; 3730; " 3730,  0.99;  0.01;  0.20; WON   0.10"; 
1292026284; 3731; " 3731,  0.99;  0.01;  0.20; LOST  -0.40"; 
1292026287; 3732; " 3732,  0.99;  0.01;  0.20; WON   0.10"; 
1292026292; 3733; " 3733,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292026295; 3734; " 3734,  0.99;  0.01;  0.20; WON   0.10"; 
1292026300; 3735; " 3735,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292026303; 3736; " 3736,  0.99;  0.01;  0.20; WON   0.10"; 
1292026308; 3737; " 3737,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292026312; 3738; " 3738,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292026315; 3739; " 3739,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292026710; 3840; " 3840,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292026713; 3841; " 3841,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292026717; 3842; " 3842,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292026720; 3843; " 3843,  0.99;  0.01;  0.20; WON   0.10"; 
1292026725; 3844; " 3844,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292026729; 3845; " 3845,  0.99;  0.01;  0.20; WON   0.10"; 
1292026733; 3846; " 3846,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292026736; 3847; " 3847,  0.99;  0.01;  0.20; WON   0.10"; 
1292026741; 3848; " 3848,  0.99;  0.01;  0.20; WON   0.10"; 
1292026744; 3849; " 3849,  0.99;  0.01;  0.20; LOST  -0.55"; 
1292027144; 3950; " 3950,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292027149; 3951; " 3951,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292027155; 3952; " 3952,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292027159; 3953; " 3953,  0.99;  0.01;  0.20; WON   0.10"; 
1292027163; 3954; " 3954,  0.99;  0.01;  0.20; WON   0.10"; 
1292027166; 3955; " 3955,  0.99;  0.01;  0.20; WON   0.10"; 
1292027170; 3956; " 3956,  0.99;  0.01;  0.20; WON   0.10"; 
1292027174; 3957; " 3957,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292027178; 3958; " 3958,  0.99;  0.01;  0.20; WON   0.10"; 
1292027181; 3959; " 3959,  0.99;  0.01;  0.20; WON   0.10"; 
1292027590; 4060; " 4060,  0.99;  0.01;  0.20; WON   0.10"; 
1292027594; 4061; " 4061,  0.99;  0.01;  0.20; WON   0.10"; 
1292027597; 4062; " 4062,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292027603; 4063; " 4063,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292027607; 4064; " 4064,  0.99;  0.01;  0.20; LOST  -0.85"; 
1292027610; 4065; " 4065,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292027614; 4066; " 4066,  0.99;  0.01;  0.20; WON   0.10"; 
1292027617; 4067; " 4067,  0.99;  0.01;  0.20; WON   0.10"; 
1292027621; 4068; " 4068,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292027625; 4069; " 4069,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292028023; 4170; " 4170,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292028026; 4171; " 4171,  0.99;  0.01;  0.20; WON   0.10"; 
1292028032; 4172; " 4172,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292028035; 4173; " 4173,  0.99;  0.01;  0.20; WON   0.10"; 
1292028039; 4174; " 4174,  0.99;  0.01;  0.20; LOST  -0.25"; 
