time (seconds); Text; 
1292283151; "LOST;-1.000000"; 
1292283154; "LOST;-1.000000"; 
1292283157; "LOST;-1.000000"; 
1292283161; "LOST;-1.000000"; 
1292283164; "LOST;-1.000000"; 
1292283167; "LOST;-1.000000"; 
1292283171; "LOST;-1.000000"; 
1292283174; "LOST;-1.000000"; 
1292283177; "LOST;-1.000000"; 
1292283181; "LOST;-1.000000"; 
1292283186; "LOST;-1.000000"; 
1292283190; "LOST;-1.000000"; 
1292283195; "LOST;-1.000000"; 
1292283200; "LOST;-1.000000"; 
1292283205; "LOST;-1.000000"; 
1292283209; "LOST;-1.000000"; 
1292283213; "LOST;-1.000000"; 
1292283217; "LOST;-1.000000"; 
1292283221; "LOST;-1.000000"; 
1292283225; "LOST;-1.000000"; 
1292283230; "LOST;-1.000000"; 
1292283234; "LOST;-1.000000"; 
1292283238; "LOST;-1.000000"; 
1292283242; "LOST;-1.000000"; 
1292283246; "LOST;-1.000000"; 
1292283250; "LOST;-1.000000"; 
1292283254; "LOST;-1.000000"; 
1292283259; "LOST;-1.000000"; 
1292283263; "LOST;-1.000000"; 
1292283267; "LOST;-1.000000"; 
1292283271; "LOST;-1.000000"; 
1292283275; "LOST;-1.000000"; 
1292283279; "LOST;-1.000000"; 
1292283283; "LOST;-1.000000"; 
1292283287; "LOST;-1.000000"; 
1292283291; "LOST;-1.000000"; 
1292283295; "LOST;-1.000000"; 
1292283299; "LOST;-1.000000"; 
1292283303; "LOST;-1.000000"; 
1292283308; "LOST;-1.000000"; 
1292283311; "WON;0.100000"; 
1292283314; "LOST;-0.100000"; 
1292283318; "LOST;0.000000"; 
1292283321; "WON;0.100000"; 
1292283324; "LOST;-0.100000"; 
1292283328; "LOST;-0.100000"; 
1292283331; "LOST;0.000000"; 
1292283334; "WON;0.100000"; 
1292283338; "WON;0.250000"; 
1292283341; "WON;0.100000"; 
1292283344; "WON;0.250000"; 
1292283348; "LOST;-0.100000"; 
1292283351; "LOST;-0.100000"; 
1292283354; "LOST;-0.100000"; 
1292283358; "WON;0.100000"; 
1292283361; "WON;0.100000"; 
1292283364; "LOST;-0.100000"; 
1292283368; "WON;0.100000"; 
1292283371; "LOST;-0.100000"; 
1292283374; "LOST;-0.100000"; 
1292283378; "LOST;-1.000000"; 
1292283381; "LOST;-1.000000"; 
1292283384; "LOST;-1.000000"; 
1292283388; "LOST;-1.000000"; 
1292283391; "LOST;-1.000000"; 
1292283394; "LOST;-1.000000"; 
1292283398; "LOST;-1.000000"; 
1292283401; "LOST;-1.000000"; 
1292283404; "LOST;-1.000000"; 
1292283408; "LOST;-1.000000"; 
1292283412; "LOST;-1.000000"; 
1292283416; "LOST;-1.000000"; 
1292283419; "LOST;-1.000000"; 
1292283423; "LOST;-1.000000"; 
1292283427; "LOST;-1.000000"; 
1292283431; "LOST;-1.000000"; 
1292283435; "LOST;-1.000000"; 
1292283439; "LOST;-1.000000"; 
1292283444; "LOST;-1.000000"; 
1292283448; "LOST;-1.000000"; 
1292283451; "LOST;-1.000000"; 
1292283455; "LOST;-1.000000"; 
1292283459; "LOST;-1.000000"; 
1292283463; "LOST;-1.000000"; 
1292283467; "LOST;-1.000000"; 
1292283471; "LOST;-1.000000"; 
1292283475; "LOST;-1.000000"; 
1292283479; "LOST;-1.000000"; 
1292283482; "LOST;-1.000000"; 
1292283486; "LOST;-1.000000"; 
1292283490; "LOST;0.000000"; 
1292283493; "WON;0.100000"; 
1292283496; "WON;0.100000"; 
1292283500; "LOST;-0.100000"; 
1292283503; "WON;0.100000"; 
1292283506; "LOST;-0.100000"; 
1292283510; "WON;0.100000"; 
1292283513; "WON;0.250000"; 
1292283516; "LOST;-0.100000"; 
1292283520; "LOST;-0.100000"; 
1292283523; "LOST;-0.100000"; 
1292283526; "LOST;-0.100000"; 
1292283530; "WON;0.100000"; 
1292283533; "LOST;-0.100000"; 
1292283536; "LOST;0.000000"; 
1292283540; "WON;0.100000"; 
1292283543; "LOST;-0.100000"; 
1292283546; "WON;0.100000"; 
1292283550; "WON;0.100000"; 
1292283553; "WON;0.100000"; 
1292283557; "LOST;-1.000000"; 
1292283561; "LOST;-1.000000"; 
1292283565; "LOST;-1.000000"; 
1292283569; "LOST;-1.000000"; 
1292283573; "LOST;-1.000000"; 
1292283577; "LOST;-1.000000"; 
1292283581; "LOST;-1.000000"; 
1292283586; "LOST;-1.000000"; 
1292283590; "LOST;-1.000000"; 
1292283595; "LOST;-1.000000"; 
1292283599; "LOST;-1.000000"; 
1292283603; "LOST;-1.000000"; 
1292283607; "LOST;-1.000000"; 
1292283611; "LOST;-1.000000"; 
1292283615; "LOST;-1.000000"; 
1292283619; "LOST;-1.000000"; 
1292283623; "LOST;-1.000000"; 
1292283627; "LOST;-1.000000"; 
1292283631; "LOST;-1.000000"; 
1292283635; "LOST;-1.000000"; 
1292283639; "LOST;-1.000000"; 
1292283643; "LOST;-1.000000"; 
