-10;-7,06667;4;64,0431;62,8348;
-10;-6;4;62,6882;64,6139;
-10;-3,86667;4;64,3603;73,9315;
-10;-3,06667;4;64,3603;76,4618;
-10;-1;6;64,9701;79,2936;
-10;0,133333;8;74,9564;64,9701;
-10;0,933333;8;62,4276;53,3591;
-10;0,4;8;62,4276;53,3591;
-10;-0,2;8;62,4276;69,0183;
-10;1,2;8;62,4276;69,0183;
-10;0,533333;8;62,4276;69,0183;
-10;0,2;8;62,4276;69,0183;
-10;0,733333;8;62,4276;69,0183;
-10;0,466667;8;62,4276;69,0183;
-10;1,4;8;62,4276;69,0183;
-10;0,933333;8;62,4276;69,0183;
-10;1,93333;8;62,4276;69,0183;
-10;1,53333;8;62,4276;69,0183;
-8;1,86667;8;62,4276;69,0183;
-10;2,46667;8;62,4276;69,0183;
-10;2,46667;8;62,4276;69,0183;
-6;3,06667;10;101,485;69,0183;
-4;2,73333;10;101,485;69,0183;
-10;0,6;10;101,485;69,0183;
-10;1,66667;10;101,485;69,0183;
-10;2,46667;10;101,485;69,0183;
-4;2,06667;10;101,485;69,0183;
-10;2,53333;10;101,485;69,0183;
-10;2,06667;10;101,485;69,0183;
-10;0,933333;10;101,485;69,0183;
-10;0,666667;10;101,485;69,0183;
