1.59013;0.38083;-0.92581;-1.53179;0.10071;-0.952429;0.55975;-0.94171;-0.320841;-0.9483;0.723853;0.60284;-0.51421;-1.34121;-0.221374;1.43915;-0.162107;-0.820292;0.25338;1.59391;0.06241;1.16239;-0.580783;-1.49157;0.57089;-0.334437;0.718421;1.0015;0.72082;-0.57342;-0.69176;0.017823;-0.00568399;0.84604;-0.092433;-0.00737;0.568278;-0.91159;0.7719;-0.801195;2.08286;0.64611;1.68016;-0.45349;-0.62713;0.87389;-0.339526;0.243522;1.48141;-0.139416;0.28325;-0.431982;0.105449;0.918485;0.151692;0.089824;0.89609;-0.98698;0.112728;-0.46054;-2.39947;0.337504;1.03274;0.228111;0.051447;0.344287;0.453826;-1.41839;1.31634;0.54619;0.94042;-0.400922;-0.679601;0.399213;-1.31999;-0.94908;0.0038;-1.16977;-0.599315;0.726798;-0.423551;0.221793;-0.583178;-0.20278;-2.31616;-0.334086;0.367237;-0.14877;-0.955382;0.300684;0.206099;-0.328532;-0.126202;0.290635;0.011071;1.06132;0.153554;1.01452;0.920034;10;0;W|W|W|W|W|W|W|W|W|W|;
0.590129;0.880833;-0.17581;-1.53179;-0.64929;-0.202429;1.05975;-0.69171;-0.570841;-1.1983;-0.026147;0.35284;-1.26421;-0.091212;-0.471374;0.93915;0.087893;-0.070292;0.00338;0.843906;0.31241;0.662389;-0.080783;-0.99157;0.820895;-0.084437;0.218421;0.251503;1.22082;-0.82342;-0.44176;-0.982177;0.244316;1.09604;-0.342433;0.99263;0.818278;-0.161588;1.0219;-0.051195;1.33286;0.896107;0.93016;-0.70349;-0.12713;0.12389;-0.589526;0.243522;0.731414;-0.639416;0.03325;-0.181982;0.105449;-0.331515;-0.098308;0.089824;1.14609;-0.236984;0.612728;-0.21054;-2.14947;0.337504;0.282739;-0.521889;0.301447;0.844287;0.703826;-1.91839;0.81634;1.29619;1.44042;-0.150922;-0.179601;-0.350787;-1.56999;-0.44908;0.7538;-0.91977;-0.099315;1.2268;1.32645;0.471793;-0.083178;0.79722;0.683843;-0.584086;-1.63276;-1.14877;-0.705382;0.300684;0.7061;-0.078532;-0.876202;1.04063;-0.238929;1.31132;0.15355;0.51452;1.17003;8;0;W|W|W|W|L|W|W|W|W|W|;
0.590129;0.630833;0.07419;-1.28179;-1.14929;-0.202429;0.80975;-0.69171;-0.070841;-1.1983;-0.026147;0.10284;-1.26421;0.408788;-0.471374;1.18915;-0.412107;0.179708;-0.24662;0.343906;0.56241;0.662389;0.169217;-0.991569;0.320895;-0.084437;0.468421;0.00150299;0.720824;-1.07342;-0.44176;-0.732177;0.744316;0.846042;-0.092433;0.49263;0.568278;0.088412;0.521897;-0.551195;0.832858;0.896107;1.43016;-0.70349;-0.12713;0.37389;-0.589526;0.243522;0.231414;-0.139416;0.53325;-0.681982;0.605449;0.168485;0.151692;0.089824;0.646092;-0.736984;0.362728;-0.21054;-2.14947;0.587504;0.532739;-0.521889;0.551447;0.594287;0.703826;-1.41839;1.06634;1.29619;1.19042;-0.650922;0.070399;0.149213;-1.56999;-0.69908;0.2538;-0.919774;0.150685;0.976798;-0.673551;0.471793;-0.833178;0.04722;-2.06616;-0.584086;0.617237;0.60123;-0.205382;0.050684;0.456099;-0.578532;-0.376202;0.540635;0.011071;1.31132;-0.096446;1.26452;0.170034;8;0;W|W|W|W|W|L|W|W|W|W|;
1.34013;0.38083;-1.42581;-1.53179;-0.89929;0.547571;-0.44025;-0.19171;-0.070841;0.3017;0.223853;0.85284;-1.01421;-0.341212;1.52863;1.93915;0.337893;0.179708;0.50338;1.59391;-0.93759;0.66239;-0.580783;0.00843;0.57089;0.915563;1.71842;1.0015;1.47082;-0.32342;0.80824;0.267823;0.494316;1.84604;-1.09243;0.74263;-0.431722;-0.91159;0.5219;-0.301195;2.08286;1.14611;0.93016;-1.20349;-0.37713;-0.62611;-0.58953;0.243522;1.23141;-1.13942;-0.96675;0.068018;0.105449;-0.83152;0.65169;-1.16018;1.39609;0.263016;0.362728;-0.96054;-0.89947;0.337504;-0.217261;-0.77189;-0.94855;1.09429;0.703826;-1.91839;2.06634;2.04619;1.19042;-0.650922;-0.179601;0.649213;-2.56999;0.05092;1.0038;-1.16977;-0.849315;0.9768;-1.92355;0.97179;-1.83318;0.29722;-1.81616;-0.58409;0.367237;0.10123;0.544618;-0.699316;1.2061;-0.328532;-0.126202;0.290635;-0.488929;1.56132;0.153554;0.51452;-1.07997;6;0;W|W|W|W|L|W|W|W|L|W|;
0.59013;1.88083;-0.17581;-1.03179;-0.64929;0.54757;1.55975;-0.94171;0.179159;-1.6983;0.97385;1.10284;-1.51421;-0.091212;-0.97137;0.68915;-0.662107;0.929708;1.50338;1.34391;0.81241;-0.337611;0.669217;-1.99157;0.32089;0.41556;-0.031579;0.2515;0.22082;-1.82342;-0.490326;0.78307;1.27331;1.23743;-1.30779;0.082064;-1.73827;0.088412;-1.7281;0.198805;0.08286;-0.103893;0.43016;0.29651;-2.12713;0.62389;-1.33953;1.49352;-0.51859;-0.139416;-0.21675;-1.18198;0.60545;0.168485;-0.84831;0.089824;-1.10391;-1.23698;0.11273;-0.71054;-1.89947;-1.1625;-0.717261;-0.52189;1.80145;1.09429;-0.046174;-0.418386;1.06634;-0.45381;1.69042;-0.65092;0.0704;-0.85079;0.68001;-0.94908;0.0038;-1.66977;0.900685;-0.523202;-0.173551;-0.028207;1.66682;-1.20278;-0.316157;-0.33409;-0.132763;-0.39877;-1.95538;-1.19932;2.4561;-0.578532;-0.376202;1.54063;0.261071;2.31132;-0.346446;0.76452;0.920034;-1;-5;L|W|L|W|L|;
-1.41253;0.86634;-0.47883;0.90608;-0.76664;-1.03592;0.15696;1.10606;0.429159;-0.698302;-1.02615;0.10284;0.235794;1.40879;-1.72137;-1.06085;-0.91211;-0.320292;-0.74662;-1.15609;0.56241;0.162389;-0.83078;1.00843;1.32089;-1.58444;0.218421;0.7515;1.72082;-1.57342;-0.74033;0.78307;0.244316;1.09604;-0.092433;0.74263;2.06828;-0.411588;0.2719;0.698805;1.33286;0.396107;1.68016;-0.70349;0.87287;0.37389;-1.08953;-0.256478;0.98141;-0.389416;-1.21675;0.068018;-0.144551;0.418485;0.901692;-0.410176;0.39609;0.013016;1.11273;-1.46054;-2.89947;0.587504;-0.467261;-1.02189;0.051447;0.59429;-0.546174;-2.41839;1.06634;1.29619;1.19042;-0.150922;-0.429601;-0.850787;-1.06999;-1.19908;0.2538;-1.16977;-1.34931;2.2268;1.57645;0.221793;-0.833178;0.54722;-0.066157;-0.334086;-0.38276;-1.14877;0.294618;0.550684;0.2061;-0.328532;-0.6262;1.04063;-0.738929;1.06132;-0.09645;0.76452;0.92003;-10001;-10;W|W|W|L|W|W|W|L|W|W|;
1.09013;0.13083;-0.67581;-1.78179;0.85071;-0.452429;0.05975;-0.69171;-1.07084;-0.6983;0.723853;0.60284;0.23579;-0.84121;0.028626;1.18915;-0.412107;-1.32029;0.50338;1.34391;-0.18759;1.16239;-0.080783;-1.74157;0.07089;-0.084437;0.96842;1.5015;0.72082;-0.32342;-1.44176;0.267823;-0.255684;0.84604;-0.092433;0.74263;0.818278;-1.66159;0.0219;-1.5512;2.58286;0.89611;1.68016;0.29651;-0.62713;1.12389;-0.089526;0.743522;1.23141;-0.639416;0.03325;-0.181982;0.855449;0.168485;0.651692;-0.160176;0.396092;-0.736984;0.362728;-0.21054;-2.39947;0.837504;0.532739;-1.02189;0.801447;0.094287;0.703826;-1.91839;1.56634;1.29619;1.69042;-0.150922;-0.429601;0.149213;-1.56999;-0.94908;-0.2462;-0.419774;0.650685;0.9768;-0.423551;0.971793;-0.333178;0.04722;-2.06616;-0.334086;1.11724;1.10123;-0.205382;0.050684;0.456099;-0.578532;0.123798;0.790635;0.511071;1.06132;0.403554;0.76452;0.170034;-10001;-10;W|W|W|L|W|W|W|W|W|L|;
-0.66253;0.366337;-0.47883;1.65608;-2.26664;-1.53592;0.15696;0.85606;0.179159;-0.198302;1.47385;1.35284;-0.014206;-0.341212;-0.72137;0.689146;-1.91211;-0.820292;0.25338;-1.40609;0.81241;-0.587611;-1.58078;0.258431;1.07089;-1.33444;-0.031579;0.5015;2.47082;-1.82342;-0.99033;0.78307;-0.005684;1.59604;-0.592433;0.99263;1.31828;-0.911588;1.0219;0.448805;0.58286;0.396107;0.43016;0.29651;0.37287;0.62389;-0.58953;-0.00647801;1.23141;-1.13942;-0.46675;0.318018;0.105449;0.168485;0.401692;-0.660176;1.14609;-0.236984;0.862728;-0.21054;-1.64947;-0.162496;0.282739;-0.771889;0.301447;0.84429;0.703826;-2.16839;0.81634;1.79619;0.94042;0.099078;-0.179601;-0.850787;-1.56999;-1.44908;0.5038;-0.91977;-1.09931;1.7268;1.32645;-0.028207;-0.583178;-0.20278;0.183843;-0.584086;-1.13276;-1.14877;-0.455382;0.300684;-0.0439;-0.078532;-0.376202;0.29063;-0.238929;0.81132;-0.34645;0.76452;1.17003;-10001;-10;L|W|W|W|L|W|W|W|L|W|;
0.340129;0.630833;-0.17581;-1.78179;-1.39929;0.047571;0.80975;-0.94171;-0.070841;-1.1983;-0.026147;0.60284;-1.76421;0.408788;-0.471374;1.18915;-0.412107;0.179708;0.00338;0.593906;0.56241;0.662389;0.669217;-1.24157;0.070895;-0.584437;0.718421;-0.498497;0.220824;-1.07342;-0.94176;-1.23218;0.744316;0.596042;-0.092433;0.49263;1.06828;0.088412;0.521897;-0.301195;1.33286;1.39611;1.43016;-0.70349;-0.12713;0.12389;-0.589526;0.243522;0.731414;-0.639416;0.53325;-0.681982;-0.144551;1.16848;-0.598308;0.339824;0.14609;-1.48698;0.862728;-0.21054;-2.39947;0.337504;0.28274;-0.021889;0.051447;0.844287;0.703826;-0.91839;1.81634;0.79619;1.19042;-1.15092;0.570399;-0.350787;0.18001;0.30092;-0.2462;-0.419774;0.90069;0.226798;1.07645;-1.02821;-0.583178;0.54722;-1.06616;-2.33409;0.117237;0.60123;-0.95538;0.30068;0.956099;-0.078532;0.623798;1.29063;-1.48893;0.56132;1.15355;0.76452;0.920034;-10001;-10;L|W|L|W|L|W|W|W|W|W|;
-0.16253;-0.133663;1.02117;0.90608;-1.51664;-1.78592;0.90696;0.60606;-0.320841;0.051698;-0.026147;0.35284;0.485794;0.908788;-0.97137;0.189146;-2.16211;0.179708;-0.49662;-1.65609;0.31241;-0.087611;-1.33078;-0.491569;-0.179105;-0.834437;-0.031579;1.7515;1.22082;-1.32342;-0.740326;0.78307;1.02331;1.73743;0.192213;0.332064;-0.23827;0.338412;-0.228103;-0.301195;-0.16714;0.396107;1.18016;-0.70349;-1.37713;1.37389;0.910474;1.49352;0.231414;0.360584;0.78325;-0.93198;1.10545;-0.081515;-0.09831;0.339824;-0.103908;-0.236984;1.61273;0.53946;-1.39947;-0.162496;0.032739;0.22811;1.80145;1.09429;0.203826;-0.918386;0.81634;1.04619;1.44042;-0.65092;0.570399;0.149213;-0.56999;-0.69908;0.2538;-0.419774;0.650685;0.476798;1.32645;-0.528207;-0.583178;0.54722;-0.316157;-1.58409;0.617237;-0.39877;-0.705382;0.30068;0.706099;0.421468;1.3738;1.29063;0.011071;1.56132;1.40355;1.01452;0.170034;-10001;-10;L|W|L|W|W|W|W|W|W|L|;
