1292310834; WON;0,100000; 
1292310837; LOST;-0,100000; 
1292310840; WON;0,100000; 
1292310844; LOST;-0,100000; 
1292310847; LOST;-0,100000; 
1292310850; WON;0,100000; 
1292310854; WON;0,100000; 
1292310857; WON;0,100000; 
1292310860; LOST;-0,100000; 
1292310864; WON;0,100000; 
1292310867; LOST;-0,100000; 
1292310870; WON;0,100000; 
1292310873; LOST;-0,100000; 
1292310877; WON;0,100000; 
1292310880; LOST;0,000000; 
1292310883; WON;0,100000; 
1292310886; WON;0,100000; 
1292310889; WON;0,100000; 
1292310893; WON;0,100000; 
1292310896; LOST;-0,100000; 
1292310899; WON;0,100000; 
1292310902; LOST;-0,100000; 
1292310905; WON;0,100000; 
1292310908; WON;0,100000; 
1292310911; LOST;-0,100000; 
1292310914; WON;0,100000; 
1292310918; LOST;-0,250000; 
1292310921; LOST;-0,250000; 
1292310924; LOST;0,000000; 
1292310927; LOST;-0,100000; 
1292310930; WON;0,100000; 
1292310933; WON;0,100000; 
1292310937; LOST;-0,100000; 
1292310940; LOST;0,000000; 
1292310943; LOST;-0,100000; 
1292310946; WON;0,100000; 
1292310949; WON;0,100000; 
1292310953; WON;0,100000; 
1292310956; WON;0,100000; 
1292310959; WON;0,100000; 
1292310962; WON;0,100000; 
1292310965; LOST;0,000000; 
1292310968; LOST;-0,100000; 
1292310972; WON;0,100000; 
1292310975; WON;0,100000; 
1292310978; WON;0,100000; 
1292310981; WON;0,100000; 
1292310984; LOST;0,000000; 
1292310987; WON;0,100000; 
1292310991; LOST;0,000000; 
1292310994; WON;0,100000; 
1292310997; WON;0,100000; 
1292311000; LOST;-0,100000; 
1292311003; LOST;-0,100000; 
1292311007; WON;0,100000; 
1292311010; LOST;-0,100000; 
1292311013; WON;0,100000; 
1292311016; LOST;-0,100000; 
1292311019; WON;0,100000; 
1292311022; LOST;-0,100000; 
1292311026; WON;0,100000; 
1292311029; LOST;-0,100000; 
1292311032; LOST;-0,100000; 
1292311035; WON;0,100000; 
1292311039; WON;0,100000; 
1292311042; LOST;-0,100000; 
1292311045; LOST;0,000000; 
1292311048; LOST;-0,100000; 
1292311051; LOST;-0,100000; 
1292311055; WON;0,100000; 
1292311058; WON;0,100000; 
1292311061; LOST;-0,250000; 
1292311064; WON;0,100000; 
1292311067; WON;0,100000; 
1292311071; WON;0,100000; 
1292311074; WON;0,100000; 
1292311077; LOST;-0,100000; 
1292311080; LOST;-0,100000; 
1292311083; WON;0,100000; 
1292311086; WON;0,100000; 
1292311090; LOST;0,000000; 
1292311093; WON;0,100000; 
1292311096; LOST;-0,100000; 
1292311099; WON;0,100000; 
1292311102; WON;0,100000; 
1292311105; WON;0,100000; 
1292311108; WON;0,100000; 
1292311112; WON;0,100000; 
1292311115; LOST;-0,100000; 
1292311118; LOST;-0,100000; 
1292311121; WON;0,100000; 
1292311124; WON;0,100000; 
1292311128; WON;0,100000; 
1292311131; WON;0,100000; 
1292311134; WON;0,100000; 
1292311137; WON;0,100000; 
1292311140; LOST;-0,100000; 
1292311143; WON;0,100000; 
1292311147; WON;0,100000; 
1292311150; WON;0,100000; 
1292311153; WON;0,100000; 
1292311156; LOST;-0,100000; 
1292311159; WON;0,100000; 
1292311162; WON;0,100000; 
1292311166; WON;0,100000; 
1292311169; WON;0,100000; 
1292311172; WON;0,100000; 
1292311175; WON;0,100000; 
1292311179; WON;0,100000; 
1292311182; WON;0,100000; 
