1.03819;0.666478;-0.297777;-0.99578;0.107593;-0.192534;0.81378;-0.430349;0.449316;-1.54675;0.008019;1.65863;-0.78148;-1.11455;0.69873;-1.24677;-0.202559;-0.779756;1.24957;1.37706;-0.476905;0.974723;0.773965;0.444388;0.63786;1.71582;-0.060648;0.59857;1.02488;-0.896588;1.08728;0.601115;1.04155;-0.609294;0.982841;-1.1665;0.51278;-0.556192;-0.244858;-0.024331;0.447104;-0.1564;-0.157796;-0.578242;-0.96221;0.382115;0.251617;-0.002525;-0.238014;0.2659;-0.54931;-0.459754;-0.110546;-0.661039;-0.052423;0.405492;-0.785691;0.63757;-0.373447;0.210913;-1.17785;0.33977;-0.100383;0.131527;-0.54577;-0.328051;0.737045;-0.691702;0.532327;-0.415082;0.639203;1.43261;0.905675;1.0117;0.112598;-0.432104;-0.365886;-0.479637;0.490661;0.00997999;0.230316;0.76067;0.266694;-0.305284;0.860096;0.65099;-0.989616;0.457617;-1.12561;-0.155858;0.039094;-1.1521;0.122036;-0.447539;-0.060762;-0.314783;-0.842708;-0.175085;0.428312;-0.775857;-0.255776;-0.215445;-0.607837;-0.457144;0.692679;0.619991;-0.83966;1.46582;-1.41101;0.39317;-0.416913;-0.665761;-0.265984;-0.023659;-0.279702;-0.062159;-0.399998;-0.569872;0.707694;0.667653;1.37011;0.38567;-0.640004;8;0;W|W|W|L|W|W|W|W|W|W|;
1.03819;-0.583522;-0.297777;0.25422;0.60759;0.307466;-1.18622;-1.93035;0.449316;-2.54675;0.508019;0.40863;-0.53148;-1.36455;-0.30127;-1.99677;1.04744;-2.27976;0.49957;0.12706;-0.476905;1.97472;0.52397;0.944388;0.38786;0.96582;-0.810648;1.09857;-0.22512;-1.89659;0.58728;1.10111;1.54155;-1.10929;0.732841;-1.1665;0.26278;1.44381;0.005142;0.725669;-0.052896;-0.6564;0.092204;-0.32824;-0.46221;-0.617885;1.25162;1.24748;-1.73801;0.7659;-0.54931;0.040246;-0.610546;-1.66104;-0.052423;-0.094508;-0.78569;-0.86243;-0.87345;-0.289087;-0.67785;0.33977;0.149617;-0.868473;-2.04577;0.671949;0.237045;-2.1917;1.03233;-0.915082;0.8892;0.68261;0.90567;0.0117;-0.887402;-1.4321;-0.115886;0.270363;-0.509339;0.00997999;0.730316;1.26067;-0.733306;0.694716;1.3601;1.65099;-0.48962;0.457617;-1.62561;-1.15586;0.039094;-1.6521;1.62204;-1.19754;1.68924;0.185217;-0.34271;-1.17509;-0.071688;-1.77586;-1.50578;-0.215445;-1.10784;-0.957144;1.19268;-0.880009;-0.83966;2.46582;-1.41101;0.39317;0.583087;-0.41576;1.48402;-0.523659;0.4703;-1.06216;1.1;-1.56987;-0.292306;1.16765;1.12011;0.38567;-1.39;6;0;W|W|W|L|W|W|W|L|W|W|;
0.03819;1.91648;0.952223;-0.49578;0.607593;-0.692534;2.31378;-0.430349;0.699316;-0.79675;0.00802001;1.15863;-0.03148;-0.61455;1.69873;-0.99677;0.547441;-0.77976;1.49957;-0.37294;-1.9769;2.47472;-0.226035;-1.55561;-0.11214;2.21582;-1.31065;0.34857;-0.22512;0.35341;1.08728;1.10111;2.29155;-0.609294;1.23284;-2.6665;1.51278;-0.306192;-0.99486;-0.77433;-0.802896;0.8436;0.143643;5.10278;0.60492;-2.74797;1.22379;2.19715;-0.27264;-0.81295;-3.29686;1.08207;-0.42333;1.20949;0.17901;0.263527;-0.25899;0.235313;2.86138;-1.51297;1.60566;-1.00756;-1.08459;0.21173;0.18146;1.03555;0.41639;-3.50615;1.70238;2.20238;1.7309;3.34405;-1.69414;0.57395;1.13629;-1.13117;0.10709;-1.24883;2.24066;-0.74002;-0.269684;1.01067;-0.23331;1.44472;0.6101;-0.09901;-0.989616;0.957617;-0.62561;-1.65586;-0.210906;-1.1521;-1.87796;0.052461;0.439238;0.93522;-1.59271;0.324915;-0.071688;0.72414;-1.25578;-0.96545;-2.35784;-0.70714;0.44268;1.86999;1.41034;0.96582;-1.16101;-0.10683;-2.41691;0.334239;-0.01598;0.22634;0.720298;1.43784;-2.9;-0.31987;2.20769;3.16765;1.87011;1.63567;0.11;6;0;W|W|L|W|W|W|W|L|W|W|;
1.28819;1.66648;-0.79778;0.50422;0.357593;-1.19253;0.56378;0.319651;1.44932;-2.04675;0.75802;2.65863;-0.28148;-3.11455;0.44873;-2.99677;0.047441;-4.02976;1.99957;-0.12294;0.023095;1.22472;1.27397;0.694388;0.63786;1.21582;-1.06065;-0.40143;-0.47512;-1.39659;2.08728;0.351115;2.29155;-0.85929;-0.51716;0.3335;-1.23722;-1.05619;0.755142;2.97567;-0.3029;-0.4064;0.342204;-1.32824;0.03779;0.382115;0.50162;1.99748;-0.488014;1.2659;-2.79931;-0.45975;-0.110546;-0.91104;-0.302423;0.405492;-1.53569;-1.11243;-1.37345;0.71091;-3.17785;0.08977;-0.350383;1.63153;-1.29577;-1.82805;1.73705;-0.6917;1.03233;-0.415082;1.6392;1.43261;1.40567;3.5117;1.1126;-1.4321;0.884114;-0.47964;1.49066;-2.49002;-0.519684;1.26067;-0.733306;-0.30528;2.3601;-0.34901;0.01038;-0.042383;-3.12561;-0.155858;-2.46091;-2.6521;-0.877964;-0.197539;0.93924;0.435217;-1.59271;0.324915;-0.071688;-0.77586;-0.00578001;0.284555;-1.10784;0.292856;0.44268;0.869991;-0.08966;1.96582;-0.16101;0.64317;0.333087;-0.415761;0.734016;0.476341;-0.529702;-0.812159;-1.65;-0.81987;1.70769;2.16765;1.37011;0.38567;-1.64;0;0;W|L|W|L|W|L|W|W|L|L|;
1.53819;0.666478;-0.297777;-0.74578;-0.142407;0.057466;0.81378;-0.930349;0.449316;-1.79675;-0.491981;1.65863;-0.28148;-1.11455;0.19873;-1.49677;-0.452559;-1.02976;0.74957;1.87706;-0.976905;0.97472;0.523965;-0.055612;1.13786;1.71582;0.439352;0.34857;1.27488;-1.39659;1.33728;0.351115;1.54155;-0.609294;0.482841;-1.6665;0.76278;-0.306192;-0.244858;0.475669;0.447104;-0.4064;0.342204;-0.578242;-0.96221;0.382115;0.00161701;-0.002525;0.261986;0.2659;-1.04931;-0.709754;-0.360546;-0.411039;-0.052423;0.405492;-1.03569;1.13757;-0.623447;0.210913;-0.92785;0.08977;0.149617;-0.118473;-0.04577;-0.828051;1.23705;-1.1917;0.282327;-0.165082;0.889203;1.18261;0.90567;1.0117;0.612598;-0.432104;-0.365886;-0.729637;-0.009339;0.50998;0.480316;0.76067;0.266694;0.194716;0.360096;0.65099;-0.989616;0.707617;-0.62561;-0.155858;0.039094;-1.1521;-0.377964;-0.697539;-0.060762;-0.814783;-1.09271;0.324915;-0.071688;-1.27586;-0.755776;-0.215445;-0.357837;-0.207144;-0.05732;1.86999;1.91034;1.46582;-0.66101;0.14317;-2.66691;0.334239;-0.51598;0.72634;0.720298;1.43784;-2.4;-0.31987;2.45769;3.41765;1.62011;1.38567;0.11;0;0;L|L|W|W|W|L|L|W|W|L|;
0.78819;0.416478;-0.047777;-1.49578;0.357593;0.057466;1.56378;-0.680349;0.199316;-1.29675;-0.241981;1.90863;-0.78148;-1.36455;0.44873;-1.49677;-0.452559;-1.02976;0.49957;1.87706;-0.226905;1.72472;1.02397;0.694388;0.63786;1.46582;-0.060648;0.84857;0.27488;-1.14659;0.33728;0.601115;0.54155;-0.85929;1.48284;-0.9165;0.51278;-0.056192;-0.744858;-0.274331;0.697104;-0.4064;0.592204;0.171758;-0.46221;-0.117885;1.00162;0.247475;-0.488014;0.2659;-0.29931;-1.20975;0.139454;-0.911039;0.197577;0.655492;-1.03569;0.38757;-0.123447;-0.039087;-1.17785;0.58977;-0.350383;-0.118473;-0.54577;-0.078051;0.98705;-1.1917;0.282327;-1.16508;-0.110797;2.18261;0.905675;0.7617;-0.137402;-0.682104;-0.615886;-0.729637;1.24066;0.75998;-0.019684;1.01067;0.266694;-0.555284;0.610096;1.40099;-0.73962;0.207617;-0.87561;-0.905858;-0.210906;-0.9021;-0.627964;-0.697539;0.689238;-0.564783;-1.09271;-0.675085;0.928312;-0.525857;0.244224;0.534555;-1.35784;-0.707144;0.442679;0.619991;-0.58966;1.71582;-1.91101;0.14317;-0.166913;-0.91576;-0.765984;-0.023659;-0.029702;-0.062159;-0.149998;-0.819872;0.957694;1.41765;0.87011;0.63567;-1.14;2;0;L|W|W|W|L|L|W|W|L|W|;
1.78819;0.166478;-1.29778;-0.99578;0.357593;-0.942534;1.06378;-1.18035;0.199316;-1.79675;0.508019;1.65863;-0.53148;-0.86455;0.69873;-0.99677;0.047441;-1.02976;0.99957;1.37706;-0.476905;0.97472;0.523965;-0.805612;0.38786;1.96582;0.189352;-0.15143;0.52488;-1.89659;2.08728;0.351115;0.79155;-0.60929;-0.51716;-2.1665;-0.98722;0.943808;-0.244858;1.97567;0.1971;-1.1564;0.8422;-1.32824;-1.71221;-0.617885;1.00162;0.997475;0.011986;2.2659;-1.29931;-1.45975;-0.110546;-2.41104;0.947577;0.90549;-0.78569;-0.11243;-1.62345;0.960913;-0.67785;0.08977;-0.850383;2.13153;-1.04577;-0.328051;0.73705;-1.9417;0.28233;0.584918;0.6392;1.93261;1.40567;1.7617;0.612598;-0.432104;0.384114;-0.72964;0.490661;-1.49002;0.730316;0.76067;-0.733306;-1.80528;1.8601;0.15099;0.76038;-0.042383;-2.62561;-0.155858;-0.460906;-1.1521;-0.87796;-0.197539;1.43924;0.185217;-1.59271;0.574915;0.178312;-0.52586;-0.005776;-0.715445;0.392163;1.04286;1.44268;-0.380009;-1.08966;1.46582;-1.66101;1.64317;-0.666913;-0.665761;0.484016;0.476341;0.470298;0.187841;-1.15;-1.81987;1.70769;0.66765;0.87011;0.88567;-1.64;2;0;W|L|L|W|L|W|W|W|W|L|;
-0.46181;1.41648;0.95222;-0.74578;0.607593;-0.692534;2.31378;-0.930349;0.699316;-0.79675;0.00802001;1.40863;0.46852;-1.11455;1.69873;-0.49677;0.797441;-0.77976;0.99957;0.12706;-1.9769;2.22472;-0.226035;-1.55561;-0.61214;1.96582;-1.06065;0.34857;-0.22512;0.60341;1.08728;0.60111;1.79155;-0.359294;0.73284;-2.9165;1.51278;0.193808;-1.49486;-0.77433;-0.8029;0.3436;-0.356357;5.10278;0.35492;-3.24797;1.22379;2.19715;-0.27264;-0.81295;-3.04686;1.08207;-0.67333;0.70949;-0.32099;0.763527;-0.75899;-0.014687;3.36138;-1.01297;1.60566;-1.00756;-1.08459;0.21173;-0.31854;1.53555;0.66639;-3.00615;1.20238;2.20238;1.7309;2.84405;-1.69414;0.57395;1.13629;-1.13117;0.10709;-1.24883;2.24066;-0.99002;-0.769684;1.51067;0.01669;1.44472;0.1101;-0.09901;-0.739616;1.45762;-0.62561;-1.65586;-0.210906;-1.6521;-1.87796;0.552461;-0.060762;0.43522;-1.59271;0.324915;-0.571688;0.97414;-1.25578;-0.46545;-2.35784;-0.70714;1.19268;0.119991;-0.83966;1.21582;-1.41101;0.89317;-0.416913;-0.415761;0.234016;-0.023659;-0.779702;-0.562159;-0.399998;-0.319872;0.957694;0.417653;1.62011;0.88567;-0.640004;0;0;W|W|L|L|L|W|W|L|W|L|;
0.78819;-0.833522;-0.297777;0.50422;0.60759;0.057466;-1.18622;-1.68035;0.699316;-2.29675;0.758019;0.65863;-0.78148;-1.11455;-0.05127;-2.24677;0.79744;-2.27976;0.24957;0.12706;-0.226905;1.72472;0.27397;1.19439;0.38786;1.21582;-0.810648;0.84857;-0.47512;-2.14659;0.33728;1.35111;1.29155;-1.35929;0.982841;-0.9165;0.01278;1.19381;0.005142;0.975669;-0.052896;-0.9064;-0.157796;-0.07824;-0.46221;-0.867885;1.00162;1.49748;-1.48801;1.0159;-0.29931;0.290246;-0.610546;-1.66104;0.197577;-0.094508;-0.53569;-0.86243;-0.62345;-0.289087;-0.42785;0.08977;-0.83459;0.46173;-0.06854;1.28555;0.16639;-3.75615;1.70238;2.45238;1.9809;3.09405;-1.94414;0.57395;0.88629;-0.88117;-0.14291;-1.49883;1.99066;-0.99002;-0.019684;1.26067;-0.48331;1.69472;0.3601;0.15099;-1.23962;0.707617;-0.62561;-1.90586;0.039094;-1.4021;-2.12796;0.052461;0.189238;0.93522;-1.34271;0.324915;-0.071688;0.97414;-1.50578;-1.21545;-2.10784;-0.70714;0.69268;2.11999;1.41034;1.21582;-0.91101;-0.10683;-2.16691;0.334239;-0.26598;0.47634;0.470298;1.43784;-2.65;-0.31987;2.20769;3.41765;1.62011;1.38567;0.36;2;0;L|L|W|W|W|L|W|W|L|W|;
-0.21181;1.66648;0.952223;-0.24578;0.357593;-0.442534;2.06378;-0.680349;0.949316;-0.54675;0.00802001;1.15863;0.21852;-0.86455;1.69873;-0.99677;0.797441;-1.02976;1.24957;-0.62294;-1.9769;2.72472;-0.476035;-1.55561;-0.11214;1.96582;-1.56065;0.34857;0.02488;0.10341;0.83728;1.35111;2.29155;-0.359294;1.48284;-2.6665;1.76278;-0.556192;-1.24486;-0.52433;-0.802896;0.5936;-0.106357;5.35278;0.35492;-2.49797;1.47379;1.94715;-0.02264;-1.06295;-3.04686;0.83207;-0.17333;1.20949;-0.07099;0.013527;-0.50899;0.235313;2.61138;-1.51297;1.85566;-1.00756;-0.100383;-0.868473;-1.79577;0.421949;0.237045;-2.1917;0.78233;-0.915082;0.6392;0.43261;0.65567;0.2617;-0.637402;-1.1821;-0.365886;0.520363;-0.259339;0.00997999;0.980316;1.26067;-0.733306;0.944716;1.6101;1.90099;-0.23962;0.707617;-1.87561;-1.40586;0.039094;-1.9021;1.62204;-1.19754;1.43924;0.435217;-0.59271;-1.42509;-0.321688;-2.02586;-1.75578;0.034555;-0.85784;-0.707144;1.44268;-1.13001;-0.58966;2.46582;-1.66101;0.14317;0.833087;-0.66576;1.23402;-0.273659;0.7203;-1.31216;1.35;-1.81987;-0.042306;1.16765;1.37011;0.13567;-1.14;-10001;-10;;
