-10;-10;-10;66,8153;73,0348;
-10;-10;-10;66,8153;73,0348;
-10;-10;-10;71,8398;85,9171;
-10;-10;-10;70,8481;83,9878;
-10;-10;-10;76,1139;94,088;
-10;-10;-10;76,1139;93,8864;
-10;-10;-10;76,1139;94,674;
-10;-10;-10;76,1139;95,8758;
-10;-9,4;-4;19,5;102,223;
-10;-8,6;-4;37,5902;101,342;
-10;-7;6;67,2779;42,2171;
-10;-5,8;6;59,0009;44,1309;
-10;-5,2;6;47,1907;19;
-10;-3,2;6;47,1907;20;
-10;-1,2;6;47,1907;20;
-10;-2,8;6;47,1907;26,75;
-10;-2,6;6;53,5127;39,75;
-10;-1,8;6;79,3492;84,6055;
-6;1,2;6;79,3492;84,6055;
-10;-0,2;6;48,419;64,75;
-10;-0,8;6;48,419;77,0434;
-8;0,4;6;48,419;76,8059;
-6;-0,4;6;53,669;76,1234;
-10;-0,2;6;53,669;76,1234;
-2;1,8;6;53,669;74,9649;
-2;1,8;8;71,6026;76,9603;
-8;0,8;8;71,6026;60,669;
-10;-0,2;8;71,6026;69,0405;
-10;0,6;8;74,8526;66,169;
-10;1,4;8;74,8526;70,419;
-10;2,4;8;74,8526;58,9097;
-10;1,8;8;34,75;87,1787;
-10;1;8;34,75;110,143;
-2;2,2;8;40,5;57,5;
-10;-0,6;8;40,5;73,0405;
-2;1,8;8;43,25;72,2905;
0;3,2;8;72,5405;118,179;
-2;1,8;8;72,5405;120,929;
-10;2,6;8;46,5;123,219;
-2;2,2;8;72,5405;128,22;
-4;2,8;8;72,5405;61,5;
-2;1,4;8;72,5405;51,5405;
-4;1,4;8;75,2905;65,0405;
-8;1,4;8;59;87,75;
-10;-0,8;8;59;87;
-10;1,2;8;59;93,25;
-10;-0,6;8;59;64,25;
-4;1;8;59;37,5;
-10;0,8;8;59,25;68;
-6;1;8;59,25;42,75;
0;4;8;59,25;83,75;
-10;2;8;60,5;48,75;
-4;2;8;58,75;71,5;
-2;2,6;8;65;114,75;
-4;1,4;8;62,75;95;
-10;0;8;62,75;103,25;
-4;2,2;8;65;100;
-10;1,8;8;65;101,75;
-4;1,2;8;65;59,75;
-4;2,2;8;65;60;
