1292282332; WON;0.250000; 
1292282335; WON;0.100000; 
1292282338; WON;0.100000; 
1292282341; WON;0.100000; 
1292282345; WON;0.100000; 
1292282348; WON;0.100000; 
1292282351; WON;0.100000; 
1292282354; WON;0.100000; 
1292282358; WON;0.100000; 
1292282361; LOST;-0.100000; 
1292282364; WON;0.100000; 
1292282367; WON;0.100000; 
1292282371; WON;0.100000; 
1292282374; LOST;-0.100000; 
1292282377; LOST;-0.100000; 
1292282381; LOST;-0.100000; 
1292282384; WON;0.100000; 
1292282387; LOST;0.000000; 
1292282390; LOST;-0.100000; 
1292282393; LOST;-0.100000; 
1292282396; LOST;-0.100000; 
1292282399; WON;0.100000; 
1292282402; LOST;-0.100000; 
1292282406; WON;0.100000; 
1292282409; WON;0.100000; 
1292282412; LOST;0.000000; 
1292282415; WON;0.100000; 
1292282418; WON;0.100000; 
1292282421; LOST;-0.100000; 
1292282424; WON;0.100000; 
1292282427; WON;0.100000; 
1292282431; LOST;-0.100000; 
1292282434; LOST;-0.100000; 
1292282437; LOST;-0.100000; 
1292282440; LOST;-0.100000; 
1292282443; WON;0.100000; 
1292282446; LOST;0.000000; 
1292282450; WON;0.100000; 
1292282453; LOST;-0.100000; 
1292282456; WON;0.100000; 
1292282459; WON;0.100000; 
1292282463; LOST;-0.100000; 
1292282466; LOST;-0.100000; 
1292282469; LOST;-0.100000; 
1292282472; LOST;-0.100000; 
1292282476; LOST;0.000000; 
1292282479; LOST;-0.100000; 
1292282482; WON;0.100000; 
1292282486; WON;0.100000; 
1292282489; LOST;-0.100000; 
1292282492; WON;0.100000; 
1292282495; WON;0.100000; 
1292282498; WON;0.250000; 
1292282502; LOST;-0.100000; 
1292282505; WON;0.100000; 
1292282508; WON;0.100000; 
1292282511; LOST;0.000000; 
1292282514; WON;0.100000; 
1292282517; LOST;-0.100000; 
1292282520; WON;0.100000; 
1292282523; WON;0.100000; 
1292282527; WON;0.100000; 
1292282530; LOST;-0.100000; 
1292282533; LOST;-0.100000; 
1292282536; WON;0.100000; 
1292282539; WON;0.100000; 
1292282542; LOST;-0.100000; 
1292282545; WON;0.100000; 
1292282549; LOST;-0.100000; 
1292282552; WON;0.100000; 
1292282555; WON;0.100000; 
1292282558; WON;0.100000; 
1292282561; WON;0.100000; 
1292282564; LOST;-0.100000; 
1292282568; LOST;0.000000; 
1292282571; WON;0.100000; 
1292282574; LOST;-0.100000; 
1292282577; LOST;-0.100000; 
1292282580; LOST;-0.100000; 
1292282583; LOST;-0.100000; 
1292282586; WON;0.100000; 
1292282589; WON;0.100000; 
1292282593; WON;0.100000; 
1292282596; LOST;-0.100000; 
1292282599; WON;0.100000; 
1292282602; LOST;-0.100000; 
1292282605; LOST;-0.100000; 
1292282608; LOST;0.000000; 
1292282611; LOST;-0.100000; 
1292282615; LOST;-0.100000; 
1292282618; WON;0.100000; 
1292282621; WON;0.100000; 
1292282624; LOST;-0.100000; 
1292282627; WON;0.100000; 
1292282630; LOST;-0.100000; 
1292282633; LOST;0.000000; 
1292282636; WON;0.100000; 
1292282640; WON;0.100000; 
1292282643; WON;0.100000; 
1292282646; LOST;-0.100000; 
1292282649; LOST;-0.100000; 
1292282652; WON;0.100000; 
1292282655; WON;0.100000; 
1292282658; LOST;-0.100000; 
1292282662; LOST;-0.100000; 
