time (seconds); Text; 
1292109615; "  229,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109619; "  230,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109622; "  231,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109626; "  232,  0.90;  0.01;  0.05; LOST   0.00"; 
1292109630; "  233,  0.90;  0.01;  0.05; LOST   0.00"; 
1292109633; "  234,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109637; "  235,  0.90;  0.01;  0.05; WON   0.10"; 
1292109641; "  236,  0.90;  0.01;  0.05; WON   0.10"; 
1292109644; "  237,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109648; "  238,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109652; "  239,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109655; "  240,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109659; "  241,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109663; "  242,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109666; "  243,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109670; "  244,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109674; "  245,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109677; "  246,  0.90;  0.01;  0.05; LOST  -0.70"; 
1292109681; "  247,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109685; "  248,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109688; "  249,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109692; "  250,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109696; "  251,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109699; "  252,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109703; "  253,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109707; "  254,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109710; "  255,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109714; "  256,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109718; "  257,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109721; "  258,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109725; "  259,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109729; "  260,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109733; "  261,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109737; "  262,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109740; "  263,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109744; "  264,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109749; "  265,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109752; "  266,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109756; "  267,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109760; "  268,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109763; "  269,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109767; "  270,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109771; "  271,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109774; "  272,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109778; "  273,  0.90;  0.01;  0.05; LOST   0.00"; 
1292109782; "  274,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109785; "  275,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292109789; "  276,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109793; "  277,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109797; "  278,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292109800; "  279,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109804; "  280,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109807; "  281,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292109811; "  282,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292109815; "  283,  0.90;  0.01;  0.05; LOST  -0.40"; 
