1292176860;80; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292176864;81; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176867;82; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292176871;83; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176875;84; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.250000; 
1292176879;85; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176883;86; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176887;87; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292176891;88; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292176894;89; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176898;90; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176902;91; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176906;92; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.250000; 
1292176910;93; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176914;94; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176918;95; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.250000; 
1292176922;96; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176925;97; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176929;98; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292176933;99; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292177273;180; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292177277;181; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292177281;182; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292177285;183; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292177289;184; 0.900000; 0.010000; 0.050000;" ""LOST"""; 0.000000; 
1292177293;185; 0.900000; 0.010000; 0.050000;" ""LOST"""; 0.000000; 
1292177297;186; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292177300;187; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292177304;188; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.250000; 
1292177308;189; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292177312;190; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292177316;191; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292177320;192; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.250000; 
