1292188414;80; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.850000;
1292188418;81; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188421;82; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188426;83; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.850000; 
1292188430;84; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188433;85; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188438;86; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.850000; 
1292188442;87; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188445;88; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188450;89; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.250000; 
1292188454;90; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.250000; 
1292188458;91; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188461;92; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188466;93; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.250000; 
1292188470;94; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188473;95; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.250000; 
1292188479;96; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188483;97; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.700000; 
1292188489;98; 0.900000; 0.010000; 0.050000;" ""LOST"""; -1.000000; 
1292188494;99; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.850000; 
1292188822;180; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188826;181; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188829;182; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188834;183; 0.900000; 0.010000; 0.050000;" ""LOST"""; -1.000000; 
1292188838;184; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188842;185; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188845;186; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188850;187; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.850000; 
1292188854;188; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188858;189; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188862;190; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188866;191; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188871;192; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.400000; 
1292188875;193; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188880;194; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188885;195; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292188891;196; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.850000; 
1292188895;197; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188898;198; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292188904;199; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292189214;280; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; 
1292189218;281; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292189222;282; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
1292189225;283; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; 
