1292177163;80; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000;10;10;;1
1292177167;81; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.250000; ;;;
1292177170;82; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; ;;;
1292177174;83; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177178;84; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; ;;;
1292177181;85; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177185;86; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177189;87; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; ;;;
1292177192;88; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; ;;;
1292177196;89; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177200;90; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; ;;;
1292177203;91; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177207;92; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; ;;;
1292177210;93; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; ;;;
1292177214;94; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177218;95; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177221;96; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177227;97; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.250000; ;;;
1292177230;98; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177234;99; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177536;180; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000;9;11;;2
1292177540;181; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; ;;;
1292177543;182; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177547;183; 0.900000; 0.010000; 0.050000;" ""LOST"""; -0.100000; ;;;
1292177551;184; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
1292177554;185; 0.900000; 0.010000; 0.050000;" ""WON"""; 0.100000; ;;;
